id,title,description,agency,collected,freq,api_url,download_url,tags
ABS_CENSUS2011_T05_LGA,T05 Social Marital Status by Age by Sex (LGA),"LGA2011 based data for Social Marital Status by Age by Sex , Time Series Profiles Table B05, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T05_LGA,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MDCP;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T06,T06 Indigenous Status by Age by Sex,"Australia/State/SA4/SA3/SA2 based data for Number Of Children Ever Born by Age of Parent , Time Series Profiles Table T07, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T06,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;INDIG;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T06_LGA,T06 Indigenous Status by Age by Sex (LGA),"LGA2011 based data for Indigenous Status by Age by Sex , Time Series Profiles Table T06, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T06_LGA,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;INDIG;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T07,T07 Number of Children Ever Born by Age of Parent,"Australia/State/SA4/SA3/SA2 based data for Number Of Children Ever Born by Age of Parent , Time Series Profiles Table T07, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T07,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T07_LGA,T07 Number of Children Ever Born by Age of Parent (LGA),"LGA2011 based data for Number Of Children Ever Born by Age of Parent , Time Series Profiles Table T07, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T07_LGA,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T08,T08 Country of Birth of Person by Sex,"Australia/State/SA4/SA3/SA2 based data for Country Of Birth Of Person by Sex, Time Series Profiles Table t08, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T08,,BPLP;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T08_LGA,T08 Country of Birth of Person by Sex (LGA),"LGA2011 based data for Country Of Birth Of Person by Sex, Time Series Profiles Table t08, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T08_LGA,,BPLP;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T09,T09 Ancestry by Birthplace of Parents,"Australia/State/SA4/SA3/SA2 based data for Ancestry by Birthplace of Parents, Time Series Profiles Table T09, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T09,,ANCP;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T09_LGA,T09 Ancestry by Birthplace of Parents (LGA),"LGA2011 based data for Ancestry by Birthplace of Parents, Time Series Profiles Table T09, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T09_LGA,,ANCP;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T10,T10 Language Spoken at Home by Sex,"Australia/State/SA4/SA3/SA2 based data for Language Spoken At Home by Sex, Time Series Profiles Table T10, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T10,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LANP;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T10_LGA,T10 Language Spoken at Home by Sex (LGA),"LGA2011 based data for Language Spoken At Home by Sex, Time Series Profiles Table T10, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T10_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LANP;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T11,T11 Proficiency in Spoken English/Language by Age,"Australia/State/SA4/SA3/SA2 based data for Proficiency in Spoken English/Language by Age, Time Series Profiles Table T11, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T11,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T11_LGA,T11 Proficiency in Spoken English/Language by Age (LGA),"LGA2011 based data for Proficiency in Spoken English/Language by Age, Time Series Profiles Table T11, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T11_LGA,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T12,T12 Religious Affiliation by Age,"Australia/State/SA4/SA3/SA2 based data for Religious Affiliation by Age, Time Series Profiles Table T12, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T12,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;RELP;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T12_LGA,T12 Religious Affiliation by Age (LGA),"LGA2011 based data for Religious Affiliation by Age, Time Series Profiles Table T12, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T12_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;RELP;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T13,T13 Type of Educational Institution Attending by Sex,"Australia/State/SA4/SA3/SA2 based data for Type of Educational Institution Attending (Full/Part-Time Student Status By Age) by Sex, Time Series Profiles Table T13, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T13,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;TYPP;true
ABS_CENSUS2011_T13_LGA,T13 Type of Educational Institution Attending by Sex (LGA),"LGA2011 based data for Type of Educational Institution Attending (Full/Part-Time Student Status By Age) by Sex, Time Series Profiles Table T13, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T13_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;TYPP;true
ABS_CENSUS2011_T14,T14 Dwelling Structure by Household Composition and Family Composition,"Australia/State/SA4/SA3/SA2 based data for Dwelling Structure by Household Composition and Family Composition, Time Series Profiles Table T14, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T14,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;STRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T14_LGA,T14 Dwelling Structure by Household Composition and Family Composition (LGA),"LGA2011 based data for Dwelling Structure by Household Composition and Family Composition, Time Series Profiles Table T14, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T14_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;STRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T15,T15 Dwelling Structure by Number of Persons Usually Resident,"Australia/State/SA4/SA3/SA2 based data for Dwelling Structure by Number of Persons Usually Resident, Time Series Profiles Table T15, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T15,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;STRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T15_LGA,T15 Dwelling Structure by Number of Persons Usually Resident (LGA),"LGA2011 based data for Dwelling Structure by Number of Persons Usually Resident, Time Series Profiles Table T15, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T15_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;STRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T16,T16 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Family Households,"Australia/State/SA4/SA3/SA2 based data for Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident For Family Households, Time Series Profiles Table T16, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T16,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;STRD_BEDRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T16_LGA,T16 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Family Households (LGA),"LGA2011 based data for Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident For Family Households, Time Series Profiles Table T16, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T16_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;STRD_BEDRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T17,T17 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Group Households,"Australia/State/SA4/SA3/SA2 based data for Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident For Group Households, Time Series Profiles Table T17, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T17,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;STRD_BEDRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T17_LGA,T17 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Group Households (LGA),"LGA2011 based data for Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident For Group Households, Time Series Profiles Table T17, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T17_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;STRD_BEDRD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T18,T18 Tenure Type and Landlord Type by Dwelling Structure,"Australia/State/SA4/SA3/SA2 based data for Tenure Type and Landlord Type by Dwelling Structure, Time Series Profiles Table T18, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T18,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TENLLD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T18_LGA,T18 Tenure Type and Landlord Type by Dwelling Structure (LGA),"LGA2011 based data for Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident For Group Households, Time Series Profiles Table T17, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T18_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TENLLD;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T19,T19 Rent (weekly) by Landlord Type,"Australia/State/SA4/SA3/SA2 based data for Rent (Weekly) by Landlord Type, Time Series Profiles Table T19, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T19,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T19_LGA,T19 Rent (weekly) by Landlord Type (LGA),"LGA2011 based data for Rent (Weekly) by Landlord Type, Time Series Profiles Table T19, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T19_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T20,T20 Rent (weekly) by Family Composition for Couple Families,"Australia/State/SA4/SA3/SA2 based data for Rent (Weekly) by Family Composition For Couple Families, Time Series Profiles Table T20, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T20,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T20_LGA,T20 Rent (weekly) by Family Composition for Couple Families (LGA),"LGA2011 based data for Rent (Weekly) by Family Composition For Couple Families, Time Series Profiles Table T20, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T20_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T21,T21 Rent (weekly) by Family Composition for One Parent Families,"Australia/State/SA4/SA3/SA2 based data for Rent (Weekly) by Family Composition for One Parent Families, Time Series Profiles Table T21, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T21,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T21_LGA,T21 Rent (weekly) by Family Composition for One Parent Families (LGA),"LGA2011 based data for Rent (Weekly) by Family Composition for One Parent Families, Time Series Profiles Table T21, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T21_LGA,,DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;RNTRD;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T22,T22 Total Family Income (weekly) by Number of Children for Couple Families,"Australia/State/SA4/SA3/SA2 based data for Total Family Income (Weekly) by Number of Children For Couple Families, Time Series Profiles Table T22, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T22,,DEFAULT;EXT_RESOURCE;FINF;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T22_LGA,T22 Total Family Income (weekly) by Number of Children for Couple Families (LGA),"LGA2011 based data for Total Family Income (Weekly) by Number of Children For Couple Families, Time Series Profiles Table T22, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T22_LGA,,DEFAULT;EXT_RESOURCE;FINF;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=10050;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
ABS_CENSUS2011_T23,T23 Total Family Income (weekly) by Number of Children for One Parent Families,"Australia/State/SA4/SA3/SA2 based data forTotal Family Income (Weekly) by Number Of Children(A) for One Parent Families, Time Series Profiles Table T23, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0",ABS,,annual,http://data.api.abs.gov.au/data/ABS_CENSUS2011_T23,,DEFAULT;EXT_RESOURCE;FINF;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;MEASURE;NonProductionDataflow;REGION;REGION=0;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2001;true
